0, 0, 234, 78, -1, -1, -1, -1
1, 1.17918, 34, 68, -1, -1, -1, -1
2, 0.0099101, 349, 1405, -1, -1, -1, -1
3, 1.1062, 1577, 7650, 2.82035e+10, 3.8478e+06, 0, -1
7, 1.52573, 628, 2865, 21586.2, 25.5356, -1, -1
6, 0.0836559, 9787, 45929, 21586.2, 13.2618, -1, -1
7, 1.58065, 4318, 20514, 386.477, 3.82986, -1, -1
8, 0.153096, 4318, 20436, 107.745, 3.74624, -1, -1
9, 0.716159, 4318, 20436, 9.57448, 3.55291, -1, -1
7, 0.164806, 3815, 18739, 9.57448, 3.53447, -1, -1
4, 4.27405, 3815, 18739, 9.57448, 3.53447, -1, -1
5, 0.0750715, 774, 3048, 8.4439, 3.77018, -1, -1
-1, 6.6444, 774, 3048, 8.4439, 3.77018, 0, 233
